CIT_ID_NO_x,legal_form,sector,province,small_business,revenue,expenditure,income,tax_free_income_total,tax_base_before_deductions,deductions_from_tax_base,income_tax_base_after_deductions,citax,weight_x,tax_collected_under_current_policy,weighted_tax_collected_under_current_policy,ID_NO,CIT_ID_NO_y,tax_collected_under_benchmark_cit_rate_small_business,weight_y,weighted_tax_collected_under_benchmark_cit_rate_small_business,tax_expenditure_Small Corporations Tax rate,tax_expenditure_Rate at which Small Corporations are Taxed,CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_statistic_purpose_art_17_1_4d_etc,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_statistic_purpose_art_17_1_4d_etc,"tax_expenditure_Revenue(s) Tax-Free, Intended For Statutory Purposes or Other Purposes","tax_expenditure_Dochody(Przych.) Wolne Od Pod.,Cele Stat.",CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_4,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_4,tax_expenditure_Tax-Free Income from (Article 17 (1) (4)),tax_expenditure_Dochody Wolne Od Podatku (Art.17 Ust.1 Pkt 4),CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_non_agriculture_art_17_1_4e,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_non_agriculture_art_17_1_4e,tax_expenditure_Tax Free Income from Non-Agricultural Activities,tax_expenditure_Dochody Z DziaÅ‚alnoÅ›ci Pozarolniczej-Wolne Od Podatku,CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_subsidies_art_17_1_21,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_subsidies_art_17_1_21,"tax_expenditure_Grants, Subsidies, Surcharges And Other Gratuitous Benefits","tax_expenditure_Dotacje, Subwen., DopÅ‚aty I Inne Nieodp. Swiad.-Wolne Od Podatku",CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_23_24,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_23_24,tax_expenditure_Totax-Free Income Pursuant to Article 17 Clause 1 point 23 and 24,tax_expenditure_DochÃ³d Wolny Od Podatku na Podstawie Art. 17 Ust.1 Pkt 23 I Pkt 24,CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_34,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_34,tax_expenditure_Tax-Free Income Pursuant to Article 17(1) point 34,tax_expenditure_Dochody Wolne Od Podatku Na Podstawie Art.17 Ust.1 Pkt.34,CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_39,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_39,tax_expenditure_Tax-Free Income Pursuant to Article 17(1) point 39,tax_expenditure_Dochody Wolne Od Podatku na Podstawie Art.17 Ust.1 Pkt.34,CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_housing_coops_art_17_1_44,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_housing_coops_art_17_1_44,"tax_expenditure_Income of Housing Cooperatives, Housing Associations-Tax Free","tax_expenditure_Dochody SpÃ³Å‚dzielni Mieszkan.,WspÃ³lnot Mieszkan-Wolne od Podatku",CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_subsidies_state_local_art_17_1_47,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_subsidies_state_local_art_17_1_47,tax_expenditure_Subsidies from the State Budget or Local Government-Tax-Free,tax_expenditure_Dotacje z BudÅ¼etu PaÅ„stwa Lub Jst- Wolne od Podatku,CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_amounts_government_agencies_art_17_1_48,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_amounts_government_agencies_art_17_1_48,tax_expenditure_Amounts from Government Agencies or Executive Agencies-Tax-Free,tax_expenditure_Kwoty od Agencji RzÄ…dowych Lub Agencji Wykonawczych-Wolne od Podat.,CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_agriculture_producer_groups_art_17_1_49,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_agriculture_producer_groups_art_17_1_49,tax_expenditure_Income of Agricultural Producer Groups-Tax Free,tax_expenditure_Dochody Grup ProducentÃ³w Rolnych-Wolne od Podatku Na,CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_financial_programs_central_europe_art_17_1_52,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_financial_programs_central_europe_art_17_1_52,tax_expenditure_Income from Paying Financial Programs from Central Europe-Tax Free,tax_expenditure_Dochody z Tyt. PÅ‚atn. Progr.Finans.z Udz.Å›rod.Europ.-od Podatku,CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_environmental_finances_art_17_1_53,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_environmental_finances_art_17_1_53,"tax_expenditure_Income from Environmental Finances, Received by Project Participant-Free of Tax","tax_expenditure_Dochody z Tyt. Å›rod.Fin., Otrz. Przez Uczest.Proj.-Wolne od Podatku",CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_other_art_17_1,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_other_art_17_1,tax_expenditure_Other Income-Free of Tax Pursuant to Article 17 clause 1,tax_expenditure_PozostaÅ‚e Dochody (Przychody) Wolne od Podatku z Art.17 Ust.1 ,CIT_ID_NO,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_other,weight,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_other,tax_expenditure_Tax-Free Income-Other,tax_expenditure_Dochody Wolne od Podatku-Inne
327,0.0,Construction,Lubuskie,0,8559482.77,8228468.84,331013.9299999997,0.0,331013.9299999997,0.0,331013.9299999997,62892.64669999995,800,62892.64669999995,50314117.359999955,A327,327,62893,800,50314117,0.0,0.0,327,62893,800,50314117,0.0,0.0,327,62893,800,50314117,0.0,0.0,327,62893,800,50314117,0.0,0.0,327,62893,800,50314117,0.0,0.0,327,62893,800,50314117,0.0,0.0,327,62893,800,50314117,0.0,0.0,327,62893,800,50314117,0.0,0.0,327,62893,800,50314117,0.0,0.0,327,62893,800,50314117,0.0,0.0,327,62893,800,50314117,0.0,0.0,327,62893,800,50314117,0.0,0.0,327,62893,800,50314117,0.0,0.0,327,62893,800,50314117,0.0,0.0,327,62893,800,50314117,0.0,0.0,327,62893,800,50314117,0.0,0.0
328,0.0,Not determined,Zachodniopomorskie,0,8559126.51,7736141.92,822984.5899999999,0.0,751984.5899999999,0.0,751984.5899999999,142877.07209999996,800,142877.07209999996,114301657.67999996,A328,328,142877,800,114301658,0.0,0.0,328,142877,800,114301658,0.0,0.0,328,142877,800,114301658,0.0,0.0,328,142877,800,114301658,0.0,0.0,328,142877,800,114301658,0.0,0.0,328,142877,800,114301658,0.0,0.0,328,142877,800,114301658,0.0,0.0,328,142877,800,114301658,0.0,0.0,328,142877,800,114301658,0.0,0.0,328,142877,800,114301658,0.0,0.0,328,142877,800,114301658,0.0,0.0,328,142877,800,114301658,0.0,0.0,328,142877,800,114301658,0.0,0.0,328,142877,800,114301658,0.0,0.0,328,142877,800,114301658,0.0,0.0,328,142877,800,114301658,0.0,0.0
329,0.0,Entertainment,Łódzkie,0,8558473.99,8051820.92,506653.0700000003,0.0,506653.0700000003,0.0,506653.0700000003,96264.08330000006,800,96264.08330000006,77011266.64000005,A329,329,96264,800,77011267,0.0,0.0,329,96264,800,77011267,0.0,0.0,329,96264,800,77011267,0.0,0.0,329,96264,800,77011267,0.0,0.0,329,96264,800,77011267,0.0,0.0,329,96264,800,77011267,0.0,0.0,329,96264,800,77011267,0.0,0.0,329,96264,800,77011267,0.0,0.0,329,96264,800,77011267,0.0,0.0,329,96264,800,77011267,0.0,0.0,329,96264,800,77011267,0.0,0.0,329,96264,800,77011267,0.0,0.0,329,96264,800,77011267,0.0,0.0,329,96264,800,77011267,0.0,0.0,329,96264,800,77011267,0.0,0.0,329,96264,800,77011267,0.0,0.0
330,0.0,Education,Mazowieckie,0,8557809.32,7681658.26,876151.0600000005,0.0,876151.0600000005,0.0,876151.0600000005,166468.7014000001,800,166468.7014000001,133174961.12000008,A330,330,166469,800,133174961,0.0,0.0,330,166469,800,133174961,0.0,0.0,330,166469,800,133174961,0.0,0.0,330,166469,800,133174961,0.0,0.0,330,166469,800,133174961,0.0,0.0,330,166469,800,133174961,0.0,0.0,330,166469,800,133174961,0.0,0.0,330,166469,800,133174961,0.0,0.0,330,166469,800,133174961,0.0,0.0,330,166469,800,133174961,0.0,0.0,330,166469,800,133174961,0.0,0.0,330,166469,800,133174961,0.0,0.0,330,166469,800,133174961,0.0,0.0,330,166469,800,133174961,0.0,0.0,330,166469,800,133174961,0.0,0.0,330,166469,800,133174961,0.0,0.0
331,0.0,Construction,Wielkopolskie,0,8557736.66,8141212.4,416524.2599999998,0.0,416524.2599999998,0.0,416524.2599999998,79139.60939999996,800,79139.60939999996,63311687.519999966,A331,331,79140,800,63311688,0.0,0.0,331,79140,800,63311688,0.0,0.0,331,79140,800,63311688,0.0,0.0,331,79140,800,63311688,0.0,0.0,331,79140,800,63311688,0.0,0.0,331,79140,800,63311688,0.0,0.0,331,79140,800,63311688,0.0,0.0,331,79140,800,63311688,0.0,0.0,331,79140,800,63311688,0.0,0.0,331,79140,800,63311688,0.0,0.0,331,79140,800,63311688,0.0,0.0,331,79140,800,63311688,0.0,0.0,331,79140,800,63311688,0.0,0.0,331,79140,800,63311688,0.0,0.0,331,79140,800,63311688,0.0,0.0,331,79140,800,63311688,0.0,0.0
332,0.0,Wholesale/Retail Trade,Pomorskie,0,8557211.4,8073160.64,484050.7600000007,0.0,484050.7600000007,0.0,484050.7600000007,91969.64440000014,800,91969.64440000014,73575715.52000012,A332,332,91970,800,73575716,0.0,0.0,332,91970,800,73575716,0.0,0.0,332,91970,800,73575716,0.0,0.0,332,91970,800,73575716,0.0,0.0,332,91970,800,73575716,0.0,0.0,332,91970,800,73575716,0.0,0.0,332,91970,800,73575716,0.0,0.0,332,91970,800,73575716,0.0,0.0,332,91970,800,73575716,0.0,0.0,332,91970,800,73575716,0.0,0.0,332,91970,800,73575716,0.0,0.0,332,91970,800,73575716,0.0,0.0,332,91970,800,73575716,0.0,0.0,332,91970,800,73575716,0.0,0.0,332,91970,800,73575716,0.0,0.0,332,91970,800,73575716,0.0,0.0
333,0.0,Manufacturing,Warmińsko-Mazurskie,0,8556880.41,8374616.05,182264.36000000034,59397.3,122867.06000000033,0.0,122867.06000000033,23344.741400000064,800,23344.741400000064,18675793.120000053,A333,333,23345,800,18675793,0.0,0.0,333,23345,800,18675793,0.0,0.0,333,23345,800,18675793,0.0,0.0,333,23345,800,18675793,0.0,0.0,333,23345,800,18675793,0.0,0.0,333,23345,800,18675793,0.0,0.0,333,23345,800,18675793,0.0,0.0,333,23345,800,18675793,0.0,0.0,333,23345,800,18675793,0.0,0.0,333,23345,800,18675793,0.0,0.0,333,23345,800,18675793,0.0,0.0,333,23345,800,18675793,0.0,0.0,333,34630,800,27704183,9.028389599999997,9.028389599999997,333,23345,800,18675793,0.0,0.0,333,23345,800,18675793,0.0,0.0,333,23345,800,18675793,0.0,0.0
334,0.0,Finance,Warmińsko-Mazurskie,0,8556505.0,7039390.04,1517114.96,0.0,1515114.96,0.0,1515114.96,287871.8424,800,287871.8424,230297473.92000002,A334,334,287872,800,230297474,0.0,0.0,334,287872,800,230297474,0.0,0.0,334,287872,800,230297474,0.0,0.0,334,287872,800,230297474,0.0,0.0,334,287872,800,230297474,0.0,0.0,334,287872,800,230297474,0.0,0.0,334,287872,800,230297474,0.0,0.0,334,287872,800,230297474,0.0,0.0,334,287872,800,230297474,0.0,0.0,334,287872,800,230297474,0.0,0.0,334,287872,800,230297474,0.0,0.0,334,287872,800,230297474,0.0,0.0,334,287872,800,230297474,0.0,0.0,334,287872,800,230297474,0.0,0.0,334,287872,800,230297474,0.0,0.0,334,287872,800,230297474,0.0,0.0
335,0.0,Not determined,Mazowieckie,0,8555740.85,8343915.6,211825.25,0.0,201974.27,0.0,201974.27,38375.1113,800,38375.1113,30700089.04,A335,335,38375,800,30700089,0.0,0.0,335,38375,800,30700089,0.0,0.0,335,38375,800,30700089,0.0,0.0,335,38375,800,30700089,0.0,0.0,335,38375,800,30700089,0.0,0.0,335,38375,800,30700089,0.0,0.0,335,38375,800,30700089,0.0,0.0,335,38375,800,30700089,0.0,0.0,335,38375,800,30700089,0.0,0.0,335,38375,800,30700089,0.0,0.0,335,38375,800,30700089,0.0,0.0,335,38375,800,30700089,0.0,0.0,335,38375,800,30700089,0.0,0.0,335,38375,800,30700089,0.0,0.0,335,38375,800,30700089,0.0,0.0,335,38375,800,30700089,0.0,0.0
336,0.0,Wholesale/Retail Trade,Lubuskie,0,8555634.67,8197136.65,358498.01999999955,0.0,358498.01999999955,0.0,358498.01999999955,68114.62379999991,800,68114.62379999991,54491699.03999993,A336,336,68115,800,54491699,0.0,0.0,336,68115,800,54491699,0.0,0.0,336,68115,800,54491699,0.0,0.0,336,68115,800,54491699,0.0,0.0,336,68115,800,54491699,0.0,0.0,336,68115,800,54491699,0.0,0.0,336,68115,800,54491699,0.0,0.0,336,68115,800,54491699,0.0,0.0,336,68115,800,54491699,0.0,0.0,336,68115,800,54491699,0.0,0.0,336,68115,800,54491699,0.0,0.0,336,68115,800,54491699,0.0,0.0,336,68115,800,54491699,0.0,0.0,336,68115,800,54491699,0.0,0.0,336,68115,800,54491699,0.0,0.0,336,68115,800,54491699,0.0,0.0
337,0.0,Construction,Zachodniopomorskie,0,8555526.96,8904504.51,0.0,0.0,0.0,0.0,0.0,0.0,800,0.0,0.0,A337,337,0,800,0,0.0,0.0,337,0,800,0,0.0,0.0,337,0,800,0,0.0,0.0,337,0,800,0,0.0,0.0,337,0,800,0,0.0,0.0,337,0,800,0,0.0,0.0,337,0,800,0,0.0,0.0,337,0,800,0,0.0,0.0,337,0,800,0,0.0,0.0,337,0,800,0,0.0,0.0,337,0,800,0,0.0,0.0,337,0,800,0,0.0,0.0,337,0,800,0,0.0,0.0,337,0,800,0,0.0,0.0,337,0,800,0,0.0,0.0,337,0,800,0,0.0,0.0
338,0.0,ICT,Mazowieckie,0,8555113.15,7686469.03,868644.1200000001,0.0,868644.1200000001,0.0,868644.1200000001,165042.38280000002,800,165042.38280000002,132033906.24000001,A338,338,165042,800,132033906,0.0,0.0,338,165042,800,132033906,0.0,0.0,338,165042,800,132033906,0.0,0.0,338,165042,800,132033906,0.0,0.0,338,165042,800,132033906,0.0,0.0,338,165042,800,132033906,0.0,0.0,338,165042,800,132033906,0.0,0.0,338,165042,800,132033906,0.0,0.0,338,165042,800,132033906,0.0,0.0,338,165042,800,132033906,0.0,0.0,338,165042,800,132033906,0.0,0.0,338,165042,800,132033906,0.0,0.0,338,165042,800,132033906,0.0,0.0,338,165042,800,132033906,0.0,0.0,338,165042,800,132033906,0.0,0.0,338,165042,800,132033906,0.0,0.0
339,0.0,Health,Zachodniopomorskie,0,8554977.47,8095782.19,459195.28000000026,459195.28,2.3283064365386963e-10,0.0,2.3283064365386963e-10,4.423782229423523e-11,800,4.423782229423523e-11,3.5390257835388184e-08,A339,339,0,800,0,0.0,0.0,339,0,800,0,0.0,0.0,339,87247,800,69797683,69.79768256000001,69.79768256000001,339,0,800,0,0.0,0.0,339,0,800,0,0.0,0.0,339,0,800,0,0.0,0.0,339,0,800,0,0.0,0.0,339,0,800,0,0.0,0.0,339,0,800,0,0.0,0.0,339,0,800,0,0.0,0.0,339,0,800,0,0.0,0.0,339,0,800,0,0.0,0.0,339,0,800,0,0.0,0.0,339,0,800,0,0.0,0.0,339,0,800,0,0.0,0.0,339,0,800,0,0.0,0.0
340,0.0,Transportation and Storage,Dolnośląskie,0,8554804.45,8215589.06,339215.38999999966,0.0,339215.38999999966,0.0,339215.38999999966,64450.92409999994,800,64450.92409999994,51560739.27999995,A340,340,64451,800,51560739,0.0,0.0,340,64451,800,51560739,0.0,0.0,340,64451,800,51560739,0.0,0.0,340,64451,800,51560739,0.0,0.0,340,64451,800,51560739,0.0,0.0,340,64451,800,51560739,0.0,0.0,340,64451,800,51560739,0.0,0.0,340,64451,800,51560739,0.0,0.0,340,64451,800,51560739,0.0,0.0,340,64451,800,51560739,0.0,0.0,340,64451,800,51560739,0.0,0.0,340,64451,800,51560739,0.0,0.0,340,64451,800,51560739,0.0,0.0,340,64451,800,51560739,0.0,0.0,340,64451,800,51560739,0.0,0.0,340,64451,800,51560739,0.0,0.0
341,0.0,Admin and Support Services,Łódzkie,0,8554715.66,8343660.61,211055.0499999998,0.0,125050.02999999981,0.0,125050.02999999981,23759.505699999965,800,23759.505699999965,19007604.559999973,A341,341,23760,800,19007605,0.0,0.0,341,23760,800,19007605,0.0,0.0,341,23760,800,19007605,0.0,0.0,341,23760,800,19007605,0.0,0.0,341,23760,800,19007605,0.0,0.0,341,23760,800,19007605,0.0,0.0,341,23760,800,19007605,0.0,0.0,341,23760,800,19007605,0.0,0.0,341,23760,800,19007605,0.0,0.0,341,23760,800,19007605,0.0,0.0,341,23760,800,19007605,0.0,0.0,341,23760,800,19007605,0.0,0.0,341,23760,800,19007605,0.0,0.0,341,23760,800,19007605,0.0,0.0,341,23760,800,19007605,0.0,0.0,341,23760,800,19007605,0.0,0.0
342,0.0,Real Estate,Łódzkie,0,8552713.16,7773051.68,779661.4800000004,520143.47,259518.01000000047,0.0,259518.01000000047,49308.42190000009,800,49308.42190000009,39446737.52000007,A342,342,49308,800,39446738,0.0,0.0,342,49308,800,39446738,0.0,0.0,342,49308,800,39446738,0.0,0.0,342,49308,800,39446738,0.0,0.0,342,49308,800,39446738,0.0,0.0,342,49308,800,39446738,0.0,0.0,342,49308,800,39446738,0.0,0.0,342,49308,800,39446738,0.0,0.0,342,148136,800,118508545,79.06180744,79.06180744,342,49308,800,39446738,0.0,0.0,342,49308,800,39446738,0.0,0.0,342,49308,800,39446738,0.0,0.0,342,49308,800,39446738,0.0,0.0,342,49308,800,39446738,0.0,0.0,342,49308,800,39446738,0.0,0.0,342,49308,800,39446738,0.0,0.0
343,0.0,Admin and Support Services,Wielkopolskie,0,8551697.06,8311427.6,240269.4600000009,0.0,9.022187441587448e-10,0.0,9.022187441587448e-10,1.714215613901615e-10,800,1.714215613901615e-10,1.371372491121292e-07,A343,343,0,800,0,0.0,0.0,343,0,800,0,0.0,0.0,343,0,800,0,0.0,0.0,343,0,800,0,0.0,0.0,343,0,800,0,0.0,0.0,343,0,800,0,0.0,0.0,343,0,800,0,0.0,0.0,343,0,800,0,0.0,0.0,343,0,800,0,0.0,0.0,343,0,800,0,0.0,0.0,343,0,800,0,0.0,0.0,343,0,800,0,0.0,0.0,343,0,800,0,0.0,0.0,343,0,800,0,0.0,0.0,343,0,800,0,0.0,0.0,343,0,800,0,0.0,0.0
344,0.0,Hotels and Restaurants,Pomorskie,0,8551666.56,8463135.2,88531.36000000127,0.0,88531.36000000127,0.0,88531.36000000127,16820.95840000024,800,16820.95840000024,13456766.720000193,A344,344,16821,800,13456767,0.0,0.0,344,16821,800,13456767,0.0,0.0,344,16821,800,13456767,0.0,0.0,344,16821,800,13456767,0.0,0.0,344,16821,800,13456767,0.0,0.0,344,16821,800,13456767,0.0,0.0,344,16821,800,13456767,0.0,0.0,344,16821,800,13456767,0.0,0.0,344,16821,800,13456767,0.0,0.0,344,16821,800,13456767,0.0,0.0,344,16821,800,13456767,0.0,0.0,344,16821,800,13456767,0.0,0.0,344,16821,800,13456767,0.0,0.0,344,16821,800,13456767,0.0,0.0,344,16821,800,13456767,0.0,0.0,344,16821,800,13456767,0.0,0.0
345,0.0,Manufacturing,Pomorskie,0,8551266.68,8319572.3,231694.3799999999,0.0,231694.3799999999,0.0,231694.3799999999,44021.93219999998,800,44021.93219999998,35217545.75999998,A345,345,44022,800,35217546,0.0,0.0,345,44022,800,35217546,0.0,0.0,345,44022,800,35217546,0.0,0.0,345,44022,800,35217546,0.0,0.0,345,44022,800,35217546,0.0,0.0,345,44022,800,35217546,0.0,0.0,345,44022,800,35217546,0.0,0.0,345,44022,800,35217546,0.0,0.0,345,44022,800,35217546,0.0,0.0,345,44022,800,35217546,0.0,0.0,345,44022,800,35217546,0.0,0.0,345,44022,800,35217546,0.0,0.0,345,44022,800,35217546,0.0,0.0,345,44022,800,35217546,0.0,0.0,345,44022,800,35217546,0.0,0.0,345,44022,800,35217546,0.0,0.0
346,0.0,Wholesale/Retail Trade,Wielkopolskie,0,8550880.25,8562145.42,0.0,0.0,0.0,0.0,0.0,0.0,800,0.0,0.0,A346,346,0,800,0,0.0,0.0,346,0,800,0,0.0,0.0,346,0,800,0,0.0,0.0,346,0,800,0,0.0,0.0,346,0,800,0,0.0,0.0,346,0,800,0,0.0,0.0,346,0,800,0,0.0,0.0,346,0,800,0,0.0,0.0,346,0,800,0,0.0,0.0,346,0,800,0,0.0,0.0,346,0,800,0,0.0,0.0,346,0,800,0,0.0,0.0,346,0,800,0,0.0,0.0,346,0,800,0,0.0,0.0,346,0,800,0,0.0,0.0,346,0,800,0,0.0,0.0
347,0.0,Professional/Scientific,Lubuskie,0,8550863.21,5848177.87,2702685.340000001,0.0,2199639.9700000007,0.0,2199639.9700000007,417931.5943000001,800,417931.5943000001,334345275.4400001,A347,347,417932,800,334345275,0.0,0.0,347,417932,800,334345275,0.0,0.0,347,417932,800,334345275,0.0,0.0,347,417932,800,334345275,0.0,0.0,347,417932,800,334345275,0.0,0.0,347,417932,800,334345275,0.0,0.0,347,417932,800,334345275,0.0,0.0,347,417932,800,334345275,0.0,0.0,347,417932,800,334345275,0.0,0.0,347,417932,800,334345275,0.0,0.0,347,417932,800,334345275,0.0,0.0,347,417932,800,334345275,0.0,0.0,347,417932,800,334345275,0.0,0.0,347,417932,800,334345275,0.0,0.0,347,417932,800,334345275,0.0,0.0,347,417932,800,334345275,0.0,0.0
348,0.0,Manufacturing,Pomorskie,0,8550607.35,8535891.13,14716.219999998808,0.0,0.0,0.0,0.0,0.0,800,0.0,0.0,A348,348,0,800,0,0.0,0.0,348,0,800,0,0.0,0.0,348,0,800,0,0.0,0.0,348,0,800,0,0.0,0.0,348,0,800,0,0.0,0.0,348,0,800,0,0.0,0.0,348,0,800,0,0.0,0.0,348,0,800,0,0.0,0.0,348,0,800,0,0.0,0.0,348,0,800,0,0.0,0.0,348,0,800,0,0.0,0.0,348,0,800,0,0.0,0.0,348,0,800,0,0.0,0.0,348,0,800,0,0.0,0.0,348,0,800,0,0.0,0.0,348,0,800,0,0.0,0.0
349,0.0,Wholesale/Retail Trade,Lubuskie,0,8550336.87,8090802.97,459533.89999999944,0.0,459533.89999999944,0.0,459533.89999999944,87311.44099999989,800,87311.44099999989,69849152.79999991,A349,349,87311,800,69849153,0.0,0.0,349,87311,800,69849153,0.0,0.0,349,87311,800,69849153,0.0,0.0,349,87311,800,69849153,0.0,0.0,349,87311,800,69849153,0.0,0.0,349,87311,800,69849153,0.0,0.0,349,87311,800,69849153,0.0,0.0,349,87311,800,69849153,0.0,0.0,349,87311,800,69849153,0.0,0.0,349,87311,800,69849153,0.0,0.0,349,87311,800,69849153,0.0,0.0,349,87311,800,69849153,0.0,0.0,349,87311,800,69849153,0.0,0.0,349,87311,800,69849153,0.0,0.0,349,87311,800,69849153,0.0,0.0,349,87311,800,69849153,0.0,0.0
350,0.0,Not determined,Lubuskie,0,8550120.7,8503067.11,47053.58999999985,47053.59,0.0,0.0,0.0,0.0,800,0.0,0.0,A350,350,0,800,0,0.0,0.0,350,0,800,0,0.0,0.0,350,0,800,0,0.0,0.0,350,0,800,0,0.0,0.0,350,0,800,0,0.0,0.0,350,0,800,0,0.0,0.0,350,0,800,0,0.0,0.0,350,0,800,0,0.0,0.0,350,0,800,0,0.0,0.0,350,0,800,0,0.0,0.0,350,0,800,0,0.0,0.0,350,8940,800,7152146,7.152145679999976,7.152145679999976,350,0,800,0,0.0,0.0,350,0,800,0,0.0,0.0,350,0,800,0,0.0,0.0,350,0,800,0,0.0,0.0
351,0.0,Transportation and Storage,Mazowieckie,0,8550013.09,8516658.8,33354.289999999106,0.0,33354.289999999106,0.0,33354.289999999106,6337.315099999831,800,6337.315099999831,5069852.079999864,A351,351,6337,800,5069852,0.0,0.0,351,6337,800,5069852,0.0,0.0,351,6337,800,5069852,0.0,0.0,351,6337,800,5069852,0.0,0.0,351,6337,800,5069852,0.0,0.0,351,6337,800,5069852,0.0,0.0,351,6337,800,5069852,0.0,0.0,351,6337,800,5069852,0.0,0.0,351,6337,800,5069852,0.0,0.0,351,6337,800,5069852,0.0,0.0,351,6337,800,5069852,0.0,0.0,351,6337,800,5069852,0.0,0.0,351,6337,800,5069852,0.0,0.0,351,6337,800,5069852,0.0,0.0,351,6337,800,5069852,0.0,0.0,351,6337,800,5069852,0.0,0.0
352,0.0,Manufacturing,Mazowieckie,0,8549932.62,7405078.25,1144854.3699999992,0.0,1144854.3699999992,0.0,1144854.3699999992,217522.33029999986,800,217522.33029999986,174017864.2399999,A352,352,217522,800,174017864,0.0,0.0,352,217522,800,174017864,0.0,0.0,352,217522,800,174017864,0.0,0.0,352,217522,800,174017864,0.0,0.0,352,217522,800,174017864,0.0,0.0,352,217522,800,174017864,0.0,0.0,352,217522,800,174017864,0.0,0.0,352,217522,800,174017864,0.0,0.0,352,217522,800,174017864,0.0,0.0,352,217522,800,174017864,0.0,0.0,352,217522,800,174017864,0.0,0.0,352,217522,800,174017864,0.0,0.0,352,217522,800,174017864,0.0,0.0,352,217522,800,174017864,0.0,0.0,352,217522,800,174017864,0.0,0.0,352,217522,800,174017864,0.0,0.0
353,0.0,Finance,Mazowieckie,0,8549751.06,6815108.99,1734642.0700000003,0.0,1714342.0700000003,0.0,1714342.0700000003,325724.9933000001,800,325724.9933000001,260579994.64000008,A353,353,325725,800,260579995,0.0,0.0,353,325725,800,260579995,0.0,0.0,353,325725,800,260579995,0.0,0.0,353,325725,800,260579995,0.0,0.0,353,325725,800,260579995,0.0,0.0,353,325725,800,260579995,0.0,0.0,353,325725,800,260579995,0.0,0.0,353,325725,800,260579995,0.0,0.0,353,325725,800,260579995,0.0,0.0,353,325725,800,260579995,0.0,0.0,353,325725,800,260579995,0.0,0.0,353,325725,800,260579995,0.0,0.0,353,325725,800,260579995,0.0,0.0,353,325725,800,260579995,0.0,0.0,353,325725,800,260579995,0.0,0.0,353,325725,800,260579995,0.0,0.0
354,0.0,Not determined,Śląskie,0,8549143.0,0.0,8549143.0,8549143.0,0.0,0.0,0.0,0.0,800,0.0,0.0,A354,354,0,800,0,0.0,0.0,354,0,800,0,0.0,0.0,354,1624337,800,1299469736,1299.469736,1299.469736,354,0,800,0,0.0,0.0,354,0,800,0,0.0,0.0,354,0,800,0,0.0,0.0,354,0,800,0,0.0,0.0,354,0,800,0,0.0,0.0,354,0,800,0,0.0,0.0,354,0,800,0,0.0,0.0,354,0,800,0,0.0,0.0,354,0,800,0,0.0,0.0,354,0,800,0,0.0,0.0,354,0,800,0,0.0,0.0,354,0,800,0,0.0,0.0,354,0,800,0,0.0,0.0
